"symbol" "WT.mean" "WT.sd" "logFC.group" "logFC.30" "logFC.60" "logFC.120" "p.30" "p.60" "p.120" "q.30" "q.60" "q.120" "R2.group" "R2.E" "R2.M" "R2.L"
"AT3G25120" "AT3G25120" 24.6634058333333 8.43915863497269 "L" -0.0691599 0.127468 0.183533 0.7694 0.5526 0.3892 0.998621 0.977607 0.938232 "M" 0.040192237388506 0.0535652851847256 0.0490900117751939
"AT3G25130" "AT3G25130" 2.71874158333333 0.651197514179699 "L" 0.389436 0.694354 0.718708 0.192 0.00835 0.0065 0.811325 0.199543 0.171454 "M" 0.408786357134297 0.463503392190675 0.447027495806516
"AT3G25140" "GAUT8" 65.0309158333333 18.2400168593643 "M" -0.251001 0.322849 0.103788 0.3753 0.238 0.7017 0.933048 0.85329 0.994601 "E" 0.0680439535748573 0.0540803449082017 0.0242708565390388
"AT3G25150" "AT3G25150" 17.7836458333333 3.77501466442406 "M" -0.26041 -0.296382 -0.172799 0.26625 0.1551 0.41025 0.872273 0.768233 0.945912 "E" 0.272104579260799 0.231851582122497 0.254107314108203
"AT3G25180" "CYP82G1" 0.0523860866666667 0.052786288378488 "E" 0.876465 0.380236 -0.429424 0.01285 0.23035 0.20815 0.255733 0.846773 0.827042 "E" 0.444168512328983 0.36584370403356 0.242209669529292
"AT3G25190" "AT3G25190" 5.47185641666667 3.60042316927529 "L" -0.0180773 0.220002 -1.33099 0.9602 0.50655 0.00125 0.998621 0.969581 0.0577639 "L" 0.0301464077666038 0.0883918249156609 0.185585212195767
"AT3G25210" "AT3G25210" 4.478105375 1.48669498432061 "L" 0.0150777 0.00617642 -0.0210791 0.9556 0.9754 0.9276 0.998621 0.998621 0.998621 "L" 0.00104687842030238 0.00393506344238803 0.00633650270985209
"AT3G25220" "FKBP15-1" 116.155089583333 31.4387238745289 "M" 0.231778 0.303221 0.164293 0.3558 0.181 0.4646 0.923157 0.800381 0.960591 "M" 0.312166552978655 0.384886975519216 0.269429022157283
"AT3G25230" "FKBP62" 27.7323504166667 4.92811465915056 "M" -0.238951 -0.363109 -0.156582 0.3344 0.10015 0.4801 0.914669 0.667959 0.964149 "M" 0.237405251566656 0.258963376879928 0.216701105923881
"AT3G25240" "AT3G25240" 0.17745035875 0.164206339945632 "E" 2.47831 2.17446 1.14859 1 1 1 1 1 1 "E" 0.12912449504857 0.107829658916462 0.0714597882101035
"AT3G25250" "OXI1" 0.57331105875 0.477975480150059 "L" -0.493142 -0.857746 1.00662 1 1 0.00905 1 1 0.208972 "L" 0.173376606500203 0.330321737816721 0.505024544467938
"AT3G25290" "AT3G25290" 13.8919378333333 3.20181051281519 "E" -0.422479 -0.0549111 0.035069 0.0809 0.8007 0.87505 0.618395 0.998621 0.998621 "E" 0.102185790822683 0.042505297091773 0.00946443992898705
"AT3G25400" "AT3G25400" 3.5070583625 1.31705690063477 "M" 0.0190947 0.228507 0.186932 0.958 0.4501 0.5471 0.998621 0.957268 0.977034 "M" 0.01471765692919 0.0550494124234341 0.0419225652879492
"AT3G25410" "BASS3" 5.24019879166667 1.20103281111586 "E" 0.343638 -0.174704 -0.304449 0.18075 0.46705 0.20705 0.800251 0.961303 0.826233 "E" 0.426133520392533 0.10161774102529 0.283041477346292
"AT3G25430" "AT3G25430" 2.52307670833333 0.549465498297365 "M" -0.223411 -0.267405 -0.0411334 0.4591 0.323 0.87765 0.959931 0.908642 0.998621 "M" 0.120109985377545 0.126886579735359 0.0755857114564634
"AT3G25440" "AT3G25440" 2.620907625 0.335848402943146 "M" -0.268804 -0.287177 -0.177309 0.3821 0.29645 0.5158 0.935328 0.894713 0.971841 "E" 0.468751398839263 0.372779368297384 0.438217665584027
"AT3G25470" "AT3G25470" 54.8404066666667 11.2164713047657 "M" 0.0678851 0.355759 0.260182 0.83185 0.2161 0.37485 0.998621 0.835087 0.932903 "M" 0.153432625046971 0.261519016951121 0.197178773984101
"AT3G25480" "STR4A" 35.5007225 9.99429031627309 "L" 0.230547 0.228542 0.280443 0.62115 0.61015 0.5388 0.986434 0.985841 0.974967 "E" 0.195692600868923 0.169888877938671 0.195284239729636
"AT3G25490" "WAKL16" 0.1607098425 0.0583573999821714 "L" -Inf -Inf -Inf 1 1 1 1 1 1 "L" 0.0225527690237717 0.0123752042171829 0.129369220760694
"AT3G25495" "AT3G25495" 0.237703208333333 0.0656430472100761 "E" -0.444927 -0.206438 -0.0295835 1 1 1 1 1 1 "E" 0.127980343451654 0.0697814661387681 0.0503028373171251
"AT3G25500" "FH1" 5.52979566666667 1.67254866294583 "M" 0.0288672 -0.358197 -0.195349 0.90075 0.0899 0.3441 0.998621 0.643382 0.918767 "M" 0.140744324303828 0.41097166082197 0.31608272597884
"AT3G25520" "ATL5" 1371.63885416667 581.614886060364 "M" 0.132165 0.498176 0.209191 0.8353 0.41005 0.7315 0.998621 0.945796 0.998147 "M" 0.0661456287549519 0.144778647370826 0.0757070611445223
"AT3G25530" "GLYR1" 79.6533041666667 25.7871648165277 "M" 0.169409 0.413705 0.126079 0.5255 0.0926 0.6067 0.973398 0.648456 0.985533 "M" 0.179173662891153 0.365993595133949 0.158240971260676
"AT3G25540" "LAG1" 15.2868579166667 2.05891130588153 "E" -0.249137 0.230716 0.243321 0.27015 0.26845 0.2387 0.875192 0.873822 0.85378 "E" 0.239764277751679 0.1846171871387 0.157994100100157
"AT3G25545" "AT3G25545" 23.5372495833333 5.34086528116647 "E" -0.449601 0.12885 0.14272 0.05725 0.5364 0.4929 0.545382 0.974427 0.967084 "E" 0.384652448412258 0.0334316699631628 0.0996819114956264
"AT3G25560" "NIK2" 2.58177341666667 0.40837847801571 "L" 0.230602 0.189977 0.513225 0.41 0.45805 0.03925 0.945796 0.959562 0.459745 "L" 0.00301833825579445 0.0130955285541865 0.453041734963108
"AT3G25570" "SAMDC3" 2.729905533875 1.49105174342943 "E" 0.184632 0.0515476 0.0425418 0.4708 0.8244 0.85565 0.962327 0.998621 0.998621 "M" 0.172047715857493 0.201361115390403 0.1822964120765
"AT3G25580" "AT3G25580" 31.13950125 10.6523198959783 "M" 0.110039 0.38521 0.279037 0.6374 0.06875 0.184 0.987665 0.583134 0.802715 "M" 0.251177885526088 0.408205407617472 0.310448031063869
"AT3G25585" "AAPT2" 19.3881679166667 1.83724179947285 "E" -0.179388 -0.00246862 -0.00696169 0.44005 0.9903 0.97505 0.954385 0.998621 0.998621 "E" 0.079552968922875 0.0129903596818197 0.0106997201069076
"AT3G25590" "AT3G25590" 1.30117433333333 0.344951606957276 "E" 0.202382 0.112837 0.0627123 0.60195 0.74585 0.8623 0.984584 0.998445 0.998621 "E" 0.0405831140134928 0.0282658144466871 0.0188776044017754
"AT3G25597" "AT3G25597" 1.679305225 0.74626649715405 "L" -0.102623 0.201557 0.216897 0.8014 0.5584 0.53055 0.998621 0.978894 0.97403 "M" 0.120874419997046 0.151857158610442 0.129613551541843
"AT3G25600" "CML16" 5.42983666666667 1.64168998067812 "E" 0.347158 -0.0142852 -0.0704911 0.21655 0.95815 0.7825 0.835087 0.998621 0.998621 "E" 0.496869497750564 0.179182263431886 0.145901519758831
"AT3G25610" "ALA10" 0.6503259 0.24062338533973 "L" -0.252852 0.589602 0.79607 0.4284 0.02435 0.00195 0.95137 0.363599 0.0788854 "M" 0.313915864417171 0.652125148899928 0.616649288617007
"AT3G25620" "ABCG21" 0.188970719166667 0.0871039646863641 "M" -0.394182 0.571604 -0.054309 1 1 1 1 1 1 "M" 0.180255850578306 0.207236154355619 0.0438500474337763
"AT3G25640" "AT3G25640" 1.46556732916667 0.60891382252758 "M" -0.286502 -0.710627 -0.609892 0.4636 0.04695 0.084 0.960259 0.499684 0.626937 "M" 0.390361272996544 0.446031644290226 0.427133723019718
"AT3G25655" "IDL1" 0.814144558333333 0.492053180249126 "E" 0.488519 -0.00423817 -0.101107 0.4704 1 1 0.96222 1 1 "E" 0.105978947121587 0.0384202762430856 0.0275394091988053
"AT3G25660" "GATA" 25.5984558333333 3.58386458813353 "E" 0.268367 0.10727 0.158722 0.2658 0.6178 0.46075 0.872085 0.986175 0.96012 "E" 0.168094452834355 0.075423919638817 0.134260222472663
"AT3G25670" "AT3G25670" 0.468864854166667 0.139468388838266 "L" -0.240397 -0.325149 0.345519 1 1 1 1 1 1 "L" 0.0914341604695116 0.154970403082157 0.172989797710147
"AT3G25680" "AT3G25680" 7.35853233333333 2.18339195069444 "E" 0.283204 0.101747 0.140621 0.2452 0.6462 0.5302 0.859702 0.988571 0.97403 "E" 0.101917918355364 0.0507894564678063 0.0658921756703311
"AT3G25690" "CHUP1" 5.44217104166667 1.80351434842463 "E" 0.296845 -0.0307146 -0.215965 0.2028 0.8879 0.32205 0.822354 0.998621 0.90813 "E" 0.120227941020119 0.0597551182449213 0.0945987699830909
"AT3G25700" "AT3G25700" 3.47553533333333 0.767255908454486 "L" -0.00674389 -0.0683968 -0.238331 0.98155 0.78995 0.3462 0.998621 0.998621 0.919837 "L" 0.0413473277601807 0.0496212635845531 0.344529890788048
"AT3G25710" "BHLH32" 5.39115129166667 1.00773901202507 "L" 0.170022 -0.0117117 0.925913 0.52605 0.9644 0.00015 0.973398 0.998621 0.0123802 "L" 0.0858197239256876 0.225211122905648 0.821739794952481
"AT3G25717" "RTFL16" 21.6023958333333 8.31646955098863 "L" -0.00896176 -0.0412883 0.38366 0.9696 0.84475 0.06725 0.998621 0.998621 0.578348 "L" 0.108163273985675 0.203676025412969 0.541106040161258
"AT3G25730" "ARF14" 5.468728875 1.59545899155301 "E" -0.773565 -0.262331 0.0535467 0.0076 0.293 0.82455 0.188108 0.892922 0.998621 "E" 0.248663966832604 0.179695883885488 0.048045397971346
"AT3G25740" "MAP1C" 6.935941625 1.70002187285005 "M" 0.323361 0.431849 0.290447 0.2436 0.08015 0.24785 0.857945 0.616387 0.861909 "M" 0.549648670044916 0.635319173665054 0.528528012324317
"AT3G25760" "AOC1" 26.98854625 13.1093778474024 "L" 0.16771 0.129527 -0.676404 0.5434 0.60925 0.00575 0.975869 0.98575 0.158513 "L" 0.149523260832867 0.243016310480371 0.442135087251733
"AT3G25770" "AOC2" 86.9455179166667 32.426175084579 "M" 0.277213 0.449346 -0.038596 0.60195 0.34195 0.92895 0.984584 0.917917 0.998621 "M" 0.0657386474864955 0.123929149908181 0.0265215750137026
"AT3G25780" "AOC3" 6.53915516666667 2.04472062331894 "M" 0.0738565 -0.18943 0.014886 0.74885 0.35305 0.93985 0.998445 0.92209 0.998621 "M" 0.0433251826948493 0.0836982056657481 0.0236965269709951
"AT3G25790" "AT3G25790" 0.878779741666667 0.274136832443175 "L" -0.175607 -0.692551 0.840497 1 1 0.0527 1 1 0.525652 "L" 0.12154978421468 0.293579828039191 0.461256856976107
"AT3G25800" "PP2AA2" 27.1893729166667 4.14151369450883 "E" -0.224283 0.0489294 0.0463727 0.3542 0.82845 0.83795 0.92249 0.998621 0.998621 "E" 0.107689646013204 0.0110613344514537 0.0041246770025245
"AT3G25805" "AT3G25805" 27.9291195833333 7.03766521345308 "M" 0.0799558 0.248941 0.15429 0.7276 0.22615 0.4513 0.997329 0.843534 0.957642 "M" 0.0990712683206828 0.181663646180624 0.119313956823793
"AT3G25820" "TPS27" 2.01302715 0.742454943655168 "L" 0.524051 -1.64036 -2.58559 1 1 1 1 1 1 "M" 0.0476818647175423 0.595656528460228 0.590570637028442
"AT3G25830" "TPS27" 2.0205981125 0.746978243963176 "L" 0 0 0 1 1 1 1 1 1 "M" 0.0387918999253479 0.571737752120089 0.568823326544082
"AT3G25840" "AT3G25840" 4.23493629166667 0.781977620856999 "M" -0.0915757 -0.31412 -0.172583 0.6911 0.1297 0.4074 0.993686 0.727338 0.944617 "M" 0.336935553582203 0.466263412652559 0.384978370798396
"AT3G25855" "AT3G25855" 1.49836594166667 0.66321852816736 "L" 0.151083 0.140846 0.330793 0.77625 0.7636 0.47235 0.998621 0.998621 0.962638 "L" 0.000657871491058337 1.26531781502459e-05 0.0737737654285427
"AT3G25860" "LTA2" 40.3454779166667 9.07342478980618 "E" 0.129103 0.0207121 -0.0633792 0.61135 0.9288 0.78365 0.985857 0.998621 0.998621 "E" 0.113805126695734 0.0921914328494819 0.0110739868745766
"AT3G25870" "AT3G25870" 5.0618415 0.792949881578247 "M" 0.69383 1.05219 0.0495367 0.00905 5e-05 0.83875 0.208972 0.00512634 0.998621 "M" 0.422332459417135 0.73787955061591 0.214816330358348
"AT3G25880" "AT3G25880" 2.23045433333333 1.85911333551701 "E" 1.84158 0.902843 0.108913 0.065 0.31995 1 0.571837 0.90665 1 "E" 0.678365389669971 0.442864657934771 0.149691976949639
"AT3G25882" "NIMIN-2" 2.4644412625 0.940774002285903 "E" 0.558776 0.388564 0.0631825 0.13425 0.2486 0.8561 0.735266 0.862485 0.998621 "E" 0.20060645955933 0.195378993596453 0.0716006980555933
"AT3G25890" "ERF119" 6.678634 1.0974480873937 "M" -0.140819 -0.39675 -0.196076 0.5618 0.07655 0.3716 0.979213 0.607602 0.931363 "M" 0.286290411917893 0.396140376762547 0.313423963367768
"AT3G25900" "HMT-1" 5.65387858333333 1.14529812601136 "L" 0.102578 0.172171 0.274268 0.69575 0.45965 0.2346 0.993753 0.959986 0.850509 "M" 0.00903428124619599 0.145044851738058 0.144769457794226
"AT3G25905" "CLE27" 1.4814979375 0.756762680459021 "L" -0.0183232 0.0299562 0.375467 0.9738 0.9484 0.43775 0.998621 0.998621 0.953816 "L" 0.0182350302480772 0.0225744767686606 0.0803895862449242
"AT3G25910" "AT3G25910" 15.1319265416667 3.3374528375371 "L" -0.113223 -0.120471 -0.157997 0.92955 0.9154 0.88335 0.998621 0.998621 0.998621 "E" 0.306224243772898 0.251947294136077 0.281660716705265
"AT3G25920" "RPL15" 210.61895 68.5470323923211 "M" 0.404871 0.491824 0.249184 0.29195 0.1586 0.4608 0.892447 0.7729 0.96012 "M" 0.188449098255327 0.216429463844818 0.153364817310372
"AT3G25930" "AT3G25930" 33.60433875 10.1703585525193 "L" -0.27975 0.0276525 -0.390183 0.2252 0.8956 0.0595 0.842714 0.998621 0.553534 "L" 0.0316987191684576 0.029621630858512 0.156031078390352
"AT3G25950" "AT3G25950" 0.36829424125 0.220382538866817 "M" -0.0965491 -0.179969 -0.0166026 0.71375 0.4423 0.9426 0.996297 0.955169 0.998621 "E" 0.0935881344073335 0.0289711966027825 0.00377666382465103
"AT3G25970" "PCMP-E46" 0.74015155 0.161236188576198 "M" 0.138193 -0.164232 -0.0696434 1 1 1 1 1 1 "E" 0.0308412149992719 0.0231089687306664 0.01705258760475
"AT3G25980" "MAD2" 6.22950495833333 1.51248288536808 "E" 0.898733 0.609649 0.428803 0.03355 0.1394 0.2619 0.427304 0.743312 0.869743 "E" 0.351955026988516 0.249320211260762 0.231572970067965
"AT3G26000" "SKIP14" 2.93565270833333 0.700356182747563 "M" 0.0628424 -0.108334 0.0962426 0.83885 0.73145 0.72465 0.998621 0.998147 0.997194 "M" 0.0140439863679588 0.0284122278139464 0.00583276597097726
"AT3G26020" "B'ETA" 4.14540416666667 0.530775945049171 "M" -0.0663658 0.246382 0.240076 0.78595 0.25065 0.25925 0.998621 0.863565 0.868674 "M" 0.258613834624045 0.430497221632493 0.35800301638258
"AT3G26030" "B'DELTA" 12.975923 2.13551760156202 "M" -0.0692193 0.0912213 0.0280058 0.76485 0.66855 0.8902 0.998621 0.991795 0.998621 "E" 0.0279546750760271 0.016321914835623 0.00475127658578856
"AT3G26040" "AT3G26040" 0.187347295 0.107547458280129 "M" -0.273785 -0.451014 0.284663 1 1 1 1 1 1 "M" 0.0342886973416094 0.0625959194094258 8.71620916753635e-06
"AT3G26050" "AT3G26050" 1.71705731666667 0.500732111357212 "L" 0.163525 -0.0619229 -0.200561 0.64155 0.8451 0.54305 0.987924 0.998621 0.975807 "L" 0.0668557607381123 0.0325852746626203 0.0785628463039593
"AT3G26060" "PRXQ" 440.293058333333 197.887915651813 "M" 0.236504 0.821069 0.29609 0.57775 0.04345 0.4442 0.980235 0.482891 0.955705 "M" 0.182959098360832 0.417021243424507 0.194930902805477
"AT3G26070" "PAP4" 98.582255 23.9956605136161 "M" 0.146879 0.413554 0.268849 0.59515 0.0992 0.2786 0.983808 0.665787 0.882128 "M" 0.152460106031919 0.251505736393132 0.180914947359468
"AT3G26080" "PAP5" 8.45826679166667 1.45472800083661 "M" -0.0551053 0.32491 0.162566 0.83225 0.1484 0.4773 0.998621 0.757288 0.963827 "M" 0.0818808575967563 0.182652029311873 0.101886337762682
"AT3G26085" "AT3G26085" 22.7086070833333 5.83169627068465 "L" 0.051036 0.124408 0.236668 0.82945 0.55365 0.25945 0.998621 0.978006 0.868674 "L" 0.04946965677263 2.88904187240036e-08 0.276350189079466
"AT3G26090" "RGS1" 6.06579420833333 0.749997636238303 "E" -0.337254 -0.0806303 -0.050185 0.16215 0.70905 0.8139 0.777727 0.995678 0.998621 "E" 0.303296174439849 0.11937594769915 0.0987897781165507
"AT3G26100" "AT3G26100" 4.92826379166667 1.00526536173814 "L" -0.169696 -0.37143 -0.519576 0.47525 0.0871 0.0158 0.963332 0.635596 0.2866 "L" 0.0120670617303309 0.358601789775912 0.361516398485649
"AT3G26115" "AT3G26115" 1.82701916666667 0.435087713396982 "E" 0.574748 0.171747 0.50126 0.1126 0.6039 0.12275 0.695201 0.984792 0.713637 "L" 0.122977501903397 0.00305409358498931 0.177300658272593
"AT3G26125" "CYP86C2" 0.564323020833333 0.311956174764211 "E" -0.440581 0.0654641 0.211062 1 1 1 1 1 1 "E" 0.0325993399141321 0.01054230858406 0.015611849848349
"AT3G26130" "AT3G26130" 0.135836724166667 0.0819439496921204 "M" 0.480048 0.813152 0.425087 1 1 1 1 1 1 "M" 0.0652100400656701 0.0965503342519763 0.0617803119809099
"AT3G26134" "AT3G26134" 0.170164166666667 0.189049218688349 "L" -0.596667 0.249596 -Inf 1 1 1 1 1 1 "L" 0.00858770954061738 0.0833724529823191 0.238750818192359
"AT3G26165" "AT3G26165" 1.2010057125 0.288225096627071 "E" -0.586556 -0.218446 -0.071502 0.163 0.55005 0.8468 0.778816 0.977324 0.998621 "E" 0.325457324762804 0.20382513046139 0.119799479361207
"AT3G26170" "CYP71B19" 3.785463875 1.20806221006422 "E" -1.06031 0.123801 -0.332878 1e-04 0.5809 0.1417 0.00906508 0.98132 0.746743 "E" 0.25665563551997 0.00321911081495529 0.0579824576184953
"AT3G26180" "CYP71B20" 5.54167308333333 1.00551041990826 "E" -0.593996 0.15222 0.0322559 0.01865 0.5012 0.88225 0.31371 0.968851 0.998621 "E" 0.263083556433694 0.0307041971720697 0.0177010339632528
"AT3G26200" "CYP71B22" 7.71645891666667 3.26731458016867 "M" -0.294238 1.32922 1.08161 0.2356 5e-05 5e-05 0.851297 0.00512634 0.00512634 "M" 0.262875364328583 0.457721533031304 0.357806574601003
"AT3G26210" "CYP71B23" 11.8845101666667 4.3066740045275 "E" -0.880133 0.157385 0.041076 2e-04 0.45625 0.83995 0.0153863 0.959189 0.998621 "E" 0.443260466805995 0.0273209532628871 0.0385175700545074
"AT3G26220" "CYP71B3" 2.06416183333333 0.626252547763674 "E" -1.25282 -0.660352 -1.19902 4e-04 0.01435 5e-05 0.0258387 0.273429 0.00512634 "E" 0.634904844262815 0.401853863060478 0.625626141648153
"AT3G26230" "CYP71B24" 2.92910341666667 0.66062732102903 "E" -0.969911 -0.410855 -0.414048 0.00155 0.10025 0.0999 0.0673634 0.668135 0.667766 "E" 0.679295839338653 0.323125854388626 0.5573312850221
"AT3G26235" "AT3G26235" 0.3377624875 0.361594004999439 "L" 0.272074 -0.372392 0.572787 1 1 1 1 1 1 "L" 0.00147558717878993 0.0213186980221062 0.0409270874419678
"AT3G26240" "AT3G26240" 2.64546004166667 0.671417587459514 "E" -0.205569 -0.0312756 0.0362711 0.42305 0.89145 0.87245 0.950292 0.998621 0.998621 "E" 0.208282067825954 0.088045731555101 0.0218349756470965
"AT3G26280" "CYP71B4" 9.14023895833333 2.4034048416454 "L" -0.599218 0.101454 -0.786134 0.01195 0.63305 2e-04 0.245039 0.987076 0.0153863 "L" 0.0870183419244248 0.0718003052049724 0.300585902623513
"AT3G26290" "CYP71B26" 18.2583679166667 4.62950101660604 "E" -0.66839 -0.00595215 -0.17518 0.00585 0.9786 0.4217 0.16074 0.998621 0.949799 "E" 0.345000567176596 0.0375368974834291 0.0820820297948969
"AT3G26300" "CYP71B34" 11.9702262083333 2.32278820994913 "L" -0.413168 -0.0381768 -0.480985 0.08365 0.8553 0.02455 0.625957 0.998621 0.365132 "L" 0.115227463552525 0.0223696045838897 0.329722447849536
"AT3G26310" "CYP71B35" 1.34740456666667 0.300151143537822 "L" 0.25183 0.149203 0.503197 1 1 0.19605 1 1 0.815941 "L" 0.000128729420112328 0.00555012822510714 0.117802338149838
"AT3G26320" "CYP71B36" 0.445213416666667 0.186298756573964 "M" -0.860368 1.11222 0.0790496 1 0.01775 1 1 0.305371 1 "M" 0.247370397701168 0.414083199665482 0.109636621126198
"AT3G26330" "CYP71B37" 0.969798742916667 0.387817149988848 "E" 0.493347 0.302728 -0.0618077 0.2068 0.39315 0.8591 0.825993 0.939935 0.998621 "E" 0.151321485068868 0.148187587740212 0.0295265135971263
"AT3G26340" "PBE2" 22.2001929166667 8.77382568774305 "M" -0.0448069 0.050946 0.0249065 0.85045 0.8098 0.9044 0.998621 0.998621 0.998621 "E" 0.0628447146918418 0.0270965872192318 0.0072558117245759
"AT3G26350" "AT3G26350" 0.529039979166667 0.151191911132913 "L" -0.568775 -0.831414 -1.18586 1 1 1 1 1 1 "E" 0.488041309068038 0.458823957412535 0.486002558919784
"AT3G26360" "AT3G26360" 20.7709491666667 3.80138357620865 "E" 0.285703 0.077216 0.0914175 0.2263 0.71955 0.6699 0.843775 0.996631 0.991795 "E" 0.137856777377316 0.0670383853162219 0.0494393962759075
"AT3G26370" "AT3G26370" 8.59069570833333 0.934497989739456 "E" -0.257306 -0.10642 -0.226731 0.2597 0.60285 0.2668 0.868736 0.984785 0.872918 "L" 0.0796601681110893 0.111041118316723 0.184749024580344
"AT3G26380" "AT3G26380" 5.40027545833333 0.742124363682541 "E" -0.507173 -0.321661 -0.1459 0.0385 0.13835 0.4959 0.456664 0.741823 0.967371 "E" 0.367603989190522 0.270931956011947 0.23702129740403
"AT3G26400" "EIF4B1" 1.9315393625 0.711362435652867 "E" 0.444084 0.0965823 0.015275 0.1318 0.7287 0.95885 0.731513 0.997442 0.998621 "E" 0.0997196342447793 0.0509459027315177 0.0146324789605136
"AT3G26410" "TRM11" 3.736255375 0.618888858800703 "M" -0.174575 -0.479866 0.140728 0.521 0.0569 0.5603 0.972572 0.54424 0.979213 "M" 0.238456861930058 0.520232793941552 0.0624958696890643
"AT3G26420" "RZ1A" 2.52702812412083 1.51160784018001 "M" -0.00430602 -0.242453 0.00669628 0.98485 0.27355 0.9739 0.998621 0.878068 0.998621 "E" 0.0381811363348652 0.0113803497976023 0.00411087449539416
"AT3G26440" "AT3G26440" 6.38915095833333 1.75667647013599 "L" -0.837849 -0.54072 -0.875497 0.0011 0.01885 0.00025 0.0529465 0.315854 0.0181786 "E" 0.432207537021149 0.292320137279837 0.422434704117891
"AT3G26445" "AT3G26445" 3.79481658333333 1.73279111547496 "M" -0.0619853 -0.788259 0.000428774 0.9153 0.1988 0.93805 0.998621 0.818255 0.998621 "M" 0.0908308216837755 0.28219333071032 0.0762186510544732
"AT3G26450" "AT3G26450" 394.990145833333 132.74941607339 "M" -0.243384 0.368559 -0.275999 0.47975 0.27675 0.38235 0.964149 0.880139 0.935418 "M" 0.00584565076293653 0.154462414792272 0.000969656673524
"AT3G26460" "AT3G26460" 3.41904879166667 2.05402659955108 "M" 0.274596 0.601978 0.199041 0.3298 0.01425 0.4275 0.911597 0.272143 0.95137 "M" 0.151744638595027 0.294766785969291 0.134813783008068
